"Policy_ID","Customer_Segment","Product","Channel","Region","Issue_Date","Due_Date","Payment_Date","Month","Premium_TRY","Collected_TRY","Outstanding_TRY","Payment_Status","Days_Late","Aging_Bucket","Currency","Agent_ID","Risk_Score","Renewal_Flag"
"POL-00148","Bireysel","Trafik","Banka","Marmara","2025-02-12","2025-03-05","2025-03-03","2025-02","9880","9880","0","Paid On Time","0","Not Applicable","TRY","AG-02","66","Yes"
"POL-00149","KOBİ","Trafik","Çağrı Merkezi","Akdeniz","2025-06-12","2025-06-27","2025-06-25","2025-06","16230","16230","0","Paid On Time","0","Not Applicable","TRY","AG-11","67","Yes"
"POL-00150","Bireysel","Konut","Acente","Marmara","2025-01-19","2025-02-11","2025-02-06","2025-01","4270","4270","0","Paid On Time","0","Not Applicable","TRY","AG-12","43","No"
"POL-00151","Kurumsal","Trafik","Acente","Karadeniz","2025-07-09","2025-08-06","2025-09-03","2025-07","27110","27110","0","Paid Late","28","Not Applicable","TRY","AG-07","49","Yes"
"POL-00152","Bireysel","Trafik","Dijital","Marmara","2025-01-17","2025-02-01","2025-01-28","2025-01","9830","9830","0","Paid On Time","0","Not Applicable","TRY","AG-17","59","Yes"
"POL-00153","Bireysel","Kasko","Dijital","Marmara","2025-01-24","2025-02-07","","2025-01","19930","10440","9490","Overdue","16","1-30 Days","TRY","AG-16","70","No"
"POL-00154","KOBİ","Konut","Acente","Ege","2025-02-15","2025-03-16","","2025-02","9880","4870","5010","Overdue","86","61-90 Days","TRY","AG-16","25","No"
"POL-00155","Bireysel","Trafik","Dijital","İç Anadolu","2025-05-23","2025-06-20","2025-06-19","2025-05","8040","8040","0","Paid On Time","0","Not Applicable","TRY","AG-16","47","No"
"POL-00156","Kurumsal","Kasko","Banka","Marmara","2025-07-06","2025-07-29","","2025-07","50200","0","50200","Cancelled","0","Not Applicable","TRY","AG-09","45","No"
"POL-00157","KOBİ","Konut","Dijital","Ege","2025-05-09","2025-05-28","2025-05-26","2025-05","6230","6230","0","Paid On Time","0","Not Applicable","TRY","AG-17","28","Yes"
"POL-00158","Bireysel","Trafik","Dijital","Karadeniz","2025-10-23","2025-11-06","","2025-10","9730","0","9730","Cancelled","0","Not Applicable","TRY","AG-15","47","No"
"POL-00159","Kurumsal","Konut","Acente","İç Anadolu","2025-10-02","2025-10-17","2025-10-14","2025-10","21570","21570","0","Paid On Time","0","Not Applicable","TRY","AG-17","47","Yes"
"POL-00160","Bireysel","Kasko","Acente","Ege","2025-03-14","2025-04-02","2025-04-01","2025-03","21590","21590","0","Paid On Time","0","Not Applicable","TRY","AG-17","57","No"
"POL-00161","Bireysel","Kasko","Acente","İç Anadolu","2025-02-05","2025-03-03","2025-03-02","2025-02","21450","21450","0","Paid On Time","0","Not Applicable","TRY","AG-07","69","Yes"
"POL-00162","Bireysel","Kasko","Banka","Marmara","2025-06-02","2025-06-25","","2025-06","24490","0","24490","Cancelled","0","Not Applicable","TRY","AG-09","57","Yes"
"POL-00163","KOBİ","Kasko","Banka","Akdeniz","2025-09-03","2025-09-22","2025-09-21","2025-09","42420","42420","0","Paid On Time","0","Not Applicable","TRY","AG-02","74","Yes"
"POL-00164","KOBİ","Kasko","Çağrı Merkezi","Marmara","2025-07-04","2025-07-18","2025-07-13","2025-07","31770","31770","0","Paid On Time","0","Not Applicable","TRY","AG-06","59","Yes"
"POL-00165","Bireysel","Trafik","Acente","Marmara","2025-10-02","2025-10-31","","2025-10","8440","4110","4330","Overdue","60","31-60 Days","TRY","AG-12","54","Yes"
"POL-00166","Bireysel","Sağlık","Acente","İç Anadolu","2025-10-20","2025-11-14","2025-11-09","2025-10","30450","30450","0","Paid On Time","0","Not Applicable","TRY","AG-17","73","Yes"
"POL-00167","Bireysel","Trafik","Acente","Akdeniz","2025-12-08","2025-12-22","2025-12-19","2025-12","7640","7640","0","Paid On Time","0","Not Applicable","TRY","AG-15","40","Yes"
"POL-00168","Bireysel","Sağlık","Acente","Ege","2025-11-11","2025-12-05","2025-12-04","2025-11","31520","31520","0","Paid On Time","0","Not Applicable","TRY","AG-11","60","Yes"
"POL-00169","KOBİ","Sağlık","Acente","Ege","2025-05-02","2025-05-29","","2025-05","31780","0","31780","Overdue","101","90+ Days","TRY","AG-13","80","No"
"POL-00170","Bireysel","Trafik","Dijital","Akdeniz","2025-07-01","2025-07-22","2025-07-18","2025-07","7120","7120","0","Paid On Time","0","Not Applicable","TRY","AG-08","37","Yes"
"POL-00171","Bireysel","Kasko","Dijital","İç Anadolu","2025-06-24","2025-07-16","2025-07-11","2025-06","16920","16920","0","Paid On Time","0","Not Applicable","TRY","AG-09","54","Yes"
"POL-00172","Bireysel","Kasko","Banka","Marmara","2025-01-17","2025-02-11","2025-02-08","2025-01","18860","18860","0","Paid On Time","0","Not Applicable","TRY","AG-06","50","Yes"
"POL-00173","Bireysel","Sağlık","Acente","Marmara","2025-09-17","2025-10-02","2025-10-12","2025-09","24850","24850","0","Paid Late","10","Not Applicable","TRY","AG-16","57","Yes"
"POL-00174","KOBİ","Kasko","Dijital","İç Anadolu","2025-05-03","2025-05-25","2025-05-29","2025-05","33620","33620","0","Paid Late","4","Not Applicable","TRY","AG-07","75","Yes"
"POL-00175","Bireysel","Trafik","Dijital","İç Anadolu","2025-10-08","2025-11-03","2025-11-09","2025-10","6520","6520","0","Paid Late","6","Not Applicable","TRY","AG-08","65","No"
"POL-00176","KOBİ","Kasko","Acente","Ege","2025-03-21","2025-04-05","2025-04-28","2025-03","44930","44930","0","Paid Late","23","Not Applicable","TRY","AG-06","57","Yes"
"POL-00177","Bireysel","Trafik","Acente","Karadeniz","2025-06-07","2025-06-23","2025-06-19","2025-06","10220","10220","0","Paid On Time","0","Not Applicable","TRY","AG-15","45","Yes"
"POL-00178","KOBİ","Trafik","Acente","Marmara","2025-10-02","2025-10-31","2025-10-28","2025-10","11900","11900","0","Paid On Time","0","Not Applicable","TRY","AG-17","61","Yes"
"POL-00179","Bireysel","Konut","Dijital","Marmara","2025-04-01","2025-04-18","2025-04-16","2025-04","4940","4940","0","Paid On Time","0","Not Applicable","TRY","AG-02","33","Yes"
"POL-00180","KOBİ","Konut","Dijital","Marmara","2025-10-02","2025-10-28","2025-11-04","2025-10","7270","7270","0","Paid Late","7","Not Applicable","TRY","AG-12","50","Yes"
"POL-00181","Bireysel","Trafik","Acente","Ege","2025-07-11","2025-07-30","2025-07-25","2025-07","5960","5960","0","Paid On Time","0","Not Applicable","TRY","AG-05","51","Yes"
"POL-00182","Bireysel","Trafik","Banka","İç Anadolu","2025-07-12","2025-08-07","2025-08-06","2025-07","9560","9560","0","Paid On Time","0","Not Applicable","TRY","AG-11","66","Yes"
"POL-00183","Bireysel","Konut","Dijital","İç Anadolu","2025-09-22","2025-10-06","2025-10-04","2025-09","6810","6810","0","Paid On Time","0","Not Applicable","TRY","AG-06","27","Yes"
"POL-00184","Bireysel","Konut","Dijital","İç Anadolu","2025-09-05","2025-09-29","2025-09-29","2025-09","5210","5210","0","Paid On Time","0","Not Applicable","TRY","AG-03","23","Yes"
"POL-00185","Bireysel","Kasko","Banka","Karadeniz","2025-10-08","2025-10-23","2025-10-21","2025-10","18980","18980","0","Paid On Time","0","Not Applicable","TRY","AG-14","73","Yes"
"POL-00186","Bireysel","Kasko","Dijital","Akdeniz","2025-03-04","2025-04-03","","2025-03","23380","0","23380","Overdue","117","90+ Days","TRY","AG-18","55","No"
"POL-00187","Bireysel","Trafik","Acente","İç Anadolu","2025-06-01","2025-06-19","","2025-06","8160","0","8160","Cancelled","0","Not Applicable","TRY","AG-06","54","No"
"POL-00188","KOBİ","Kasko","Acente","Ege","2025-07-06","2025-07-21","2025-07-30","2025-07","28960","28960","0","Paid Late","9","Not Applicable","TRY","AG-17","42","No"
"POL-00189","KOBİ","Trafik","Banka","İç Anadolu","2025-04-17","2025-05-07","","2025-04","14340","0","14340","Overdue","30","1-30 Days","TRY","AG-01","69","No"
"POL-00190","KOBİ","Sağlık","Dijital","Ege","2025-08-09","2025-08-29","","2025-08","44530","0","44530","Cancelled","0","Not Applicable","TRY","AG-11","78","No"
"POL-00191","Bireysel","Kasko","Acente","İç Anadolu","2025-08-04","2025-08-28","2025-08-23","2025-08","16160","16160","0","Paid On Time","0","Not Applicable","TRY","AG-17","57","Yes"
"POL-00192","Bireysel","Trafik","Acente","Karadeniz","2025-05-20","2025-06-18","2025-06-13","2025-05","9190","9190","0","Paid On Time","0","Not Applicable","TRY","AG-09","60","Yes"
"POL-00193","KOBİ","Trafik","Banka","Ege","2025-08-17","2025-09-13","2025-09-09","2025-08","18180","18180","0","Paid On Time","0","Not Applicable","TRY","AG-03","49","No"
"POL-00194","Bireysel","Sağlık","Çağrı Merkezi","Akdeniz","2025-11-20","2025-12-10","2025-12-08","2025-11","18650","18650","0","Paid On Time","0","Not Applicable","TRY","AG-07","71","Yes"
"POL-00195","Bireysel","Kasko","Acente","Akdeniz","2025-01-22","2025-02-19","2025-03-03","2025-01","17630","17630","0","Paid Late","12","Not Applicable","TRY","AG-14","51","Yes"
"POL-00196","Bireysel","Seyahat","Acente","Marmara","2025-07-04","2025-07-21","","2025-07","1830","0","1830","Overdue","87","61-90 Days","TRY","AG-16","42","Yes"
"POL-00197","Bireysel","Konut","Dijital","Ege","2025-09-02","2025-09-20","2025-10-03","2025-09","6500","6500","0","Paid Late","13","Not Applicable","USD","AG-07","33","Yes"
"POL-00198","Bireysel","Kasko","Banka","Marmara","2025-10-23","2025-11-18","2025-11-18","2025-10","19400","19400","0","Paid On Time","0","Not Applicable","TRY","AG-14","63","No"
"POL-00199","KOBİ","Sağlık","Çağrı Merkezi","İç Anadolu","2025-11-07","2025-11-29","2025-11-25","2025-11","59340","59340","0","Paid On Time","0","Not Applicable","TRY","AG-14","79","Yes"
"POL-00200","Bireysel","Kasko","Çağrı Merkezi","Ege","2025-11-11","2025-11-27","2025-11-27","2025-11","18920","18920","0","Paid On Time","0","Not Applicable","TRY","AG-18","69","Yes"
"POL-00201","KOBİ","Konut","Dijital","Marmara","2025-06-02","2025-06-20","2025-06-26","2025-06","8320","8320","0","Paid Late","6","Not Applicable","TRY","AG-06","54","Yes"
"POL-00202","Bireysel","Konut","Dijital","İç Anadolu","2025-03-20","2025-04-14","2025-04-09","2025-03","4730","4730","0","Paid On Time","0","Not Applicable","TRY","AG-03","53","Yes"
"POL-00203","Bireysel","Konut","Banka","Marmara","2025-11-09","2025-11-27","2025-11-26","2025-11","5440","5440","0","Paid On Time","0","Not Applicable","TRY","AG-07","31","Yes"
"POL-00204","Bireysel","Konut","Acente","İç Anadolu","2025-08-08","2025-08-28","2025-08-24","2025-08","4810","4810","0","Paid On Time","0","Not Applicable","TRY","AG-14","53","Yes"
"POL-00205","Bireysel","Kasko","Banka","Ege","2025-11-11","2025-11-30","2025-11-27","2025-11","18600","18600","0","Paid On Time","0","Not Applicable","TRY","AG-13","68","Yes"
"POL-00206","Bireysel","Konut","Çağrı Merkezi","Ege","2025-12-09","2026-01-02","2026-01-14","2025-12","3520","3520","0","Paid Late","12","Not Applicable","TRY","AG-18","48","Yes"
"POL-00207","KOBİ","Trafik","Çağrı Merkezi","Marmara","2025-07-06","2025-08-02","2025-08-03","2025-07","13280","13280","0","Paid Late","1","Not Applicable","TRY","AG-06","59","Yes"
"POL-00208","Bireysel","Kasko","Acente","Akdeniz","2025-11-06","2025-11-26","2025-11-24","2025-11","24760","24760","0","Paid On Time","0","Not Applicable","TRY","AG-01","45","Yes"
"POL-00209","Bireysel","Sağlık","Acente","Karadeniz","2025-10-22","2025-11-19","2025-12-01","2025-10","19970","19970","0","Paid Late","12","Not Applicable","TRY","AG-02","63","No"
"POL-00210","Bireysel","Trafik","Banka","Marmara","2025-11-22","2025-12-20","2025-12-16","2025-11","5490","5490","0","Paid On Time","0","Not Applicable","TRY","AG-12","50","Yes"
"POL-00211","Bireysel","Sağlık","Banka","Marmara","2025-04-10","2025-04-24","2025-04-23","2025-04","19480","19480","0","Paid On Time","0","Not Applicable","TRY","AG-09","62","Yes"
"POL-00212","KOBİ","Kasko","Banka","İç Anadolu","2025-10-03","2025-10-30","2025-11-10","2025-10","27520","27520","0","Paid Late","11","Not Applicable","TRY","AG-01","72","Yes"
"POL-00213","Bireysel","Sağlık","Dijital","Ege","2025-02-22","2025-03-11","2025-03-25","2025-02","31910","31910","0","Paid Late","14","Not Applicable","TRY","AG-08","74","Yes"
"POL-00214","Kurumsal","Trafik","Acente","Marmara","2025-02-22","2025-03-13","","2025-02","31940","0","31940","Overdue","42","31-60 Days","TRY","AG-14","33","Yes"
"POL-00215","Bireysel","Kasko","Çağrı Merkezi","Akdeniz","2025-08-15","2025-08-30","2025-08-28","2025-08","16860","16860","0","Paid On Time","0","Not Applicable","TRY","AG-11","52","No"
"POL-00216","KOBİ","Konut","Acente","Akdeniz","2025-11-08","2025-12-03","2025-11-28","2025-11","11260","11260","0","Paid On Time","0","Not Applicable","TRY","AG-06","29","Yes"
"POL-00217","Bireysel","Trafik","Dijital","Marmara","2025-12-07","2026-01-04","2025-12-30","2025-12","8370","8370","0","Paid On Time","0","Not Applicable","TRY","AG-12","50","Yes"
"POL-00218","Bireysel","Seyahat","Acente","Marmara","2025-02-16","2025-03-16","2025-03-17","2025-02","2200","2200","0","Paid Late","1","Not Applicable","TRY","AG-04","21","No"
"POL-00219","Bireysel","Seyahat","Dijital","Akdeniz","2025-07-09","2025-07-26","2025-07-21","2025-07","1930","1930","0","Paid On Time","0","Not Applicable","TRY","AG-05","29","Yes"
"POL-00220","Kurumsal","Kasko","Çağrı Merkezi","Marmara","2025-09-13","2025-10-13","2025-10-13","2025-09","85820","85820","0","Paid On Time","0","Not Applicable","TRY","AG-02","46","Yes"
"POL-00221","KOBİ","Kasko","Dijital","Marmara","2025-09-21","2025-10-05","","2025-09","45320","26970","18350","Overdue","69","61-90 Days","TRY","AG-10","51","No"
"POL-00222","Bireysel","Konut","Acente","Marmara","2025-12-19","2026-01-14","2026-01-12","2025-12","3720","3720","0","Paid On Time","0","Not Applicable","TRY","AG-17","32","Yes"
"POL-00223","Bireysel","Trafik","Acente","Karadeniz","2025-08-04","2025-08-31","2025-08-27","2025-08","7220","7220","0","Paid On Time","0","Not Applicable","TRY","AG-03","44","Yes"
"POL-00224","Bireysel","Trafik","Acente","İç Anadolu","2025-11-10","2025-12-09","2025-12-17","2025-11","6940","6940","0","Paid Late","8","Not Applicable","USD","AG-16","63","Yes"
"POL-00225","Bireysel","Kasko","Çağrı Merkezi","Marmara","2025-09-08","2025-10-05","2025-10-01","2025-09","19270","19270","0","Paid On Time","0","Not Applicable","TRY","AG-07","53","Yes"
"POL-00226","Bireysel","Sağlık","Çağrı Merkezi","Akdeniz","2025-06-22","2025-07-15","2025-07-13","2025-06","31780","31780","0","Paid On Time","0","Not Applicable","TRY","AG-08","51","Yes"
"POL-00227","Bireysel","Sağlık","Dijital","Marmara","2025-03-10","2025-03-25","","2025-03","20690","0","20690","Overdue","91","90+ Days","TRY","AG-12","61","Yes"
"POL-00228","Bireysel","Kasko","Banka","Marmara","2025-01-12","2025-02-08","2025-02-04","2025-01","15690","15690","0","Paid On Time","0","Not Applicable","TRY","AG-10","50","Yes"
"POL-00229","Bireysel","Kasko","Dijital","Akdeniz","2025-10-09","2025-10-25","2025-10-25","2025-10","16500","16500","0","Paid On Time","0","Not Applicable","TRY","AG-05","57","Yes"
"POL-00230","Bireysel","Sağlık","Acente","Marmara","2025-03-04","2025-03-24","","2025-03","19180","12450","6730","Overdue","25","1-30 Days","TRY","AG-11","58","Yes"
"POL-00231","Bireysel","Trafik","Dijital","İç Anadolu","2025-10-08","2025-11-05","2025-11-01","2025-10","5920","5920","0","Paid On Time","0","Not Applicable","TRY","AG-03","67","No"
"POL-00232","Bireysel","Trafik","Acente","Karadeniz","2025-10-01","2025-10-29","2025-10-24","2025-10","7100","7100","0","Paid On Time","0","Not Applicable","USD","AG-08","38","Yes"
"POL-00233","Bireysel","Sağlık","Dijital","Marmara","2025-04-22","2025-05-20","2025-05-16","2025-04","18230","18230","0","Paid On Time","0","Not Applicable","TRY","AG-01","78","Yes"
"POL-00234","Bireysel","Sağlık","Banka","Marmara","2025-05-21","2025-06-13","2025-06-11","2025-05","28930","28930","0","Paid On Time","0","Not Applicable","TRY","AG-01","78","Yes"
"POL-00235","Bireysel","Sağlık","Dijital","İç Anadolu","2025-12-08","2026-01-07","2026-01-07","2025-12","20330","20330","0","Paid On Time","0","Not Applicable","TRY","AG-03","73","Yes"
"POL-00236","Kurumsal","Seyahat","Acente","Marmara","2025-04-18","2025-05-10","2025-05-11","2025-04","6450","6450","0","Paid Late","1","Not Applicable","TRY","AG-10","27","Yes"
"POL-00237","KOBİ","Kasko","Acente","Ege","2025-06-13","2025-07-09","2025-07-30","2025-06","27310","27310","0","Paid Late","21","Not Applicable","TRY","AG-05","45","No"
"POL-00238","KOBİ","Trafik","Dijital","Marmara","2025-09-14","2025-10-08","2025-10-04","2025-09","11050","11050","0","Paid On Time","0","Not Applicable","TRY","AG-17","52","Yes"
"POL-00239","KOBİ","Trafik","Acente","Marmara","2025-11-02","2025-11-19","2025-12-11","2025-11","17430","17430","0","Paid Late","22","Not Applicable","TRY","AG-17","46","Yes"
"POL-00240","Bireysel","Kasko","Banka","Akdeniz","2025-11-19","2025-12-17","2025-12-13","2025-11","24410","24410","0","Paid On Time","0","Not Applicable","TRY","AG-07","65","No"
"POL-00241","Bireysel","Seyahat","Acente","İç Anadolu","2025-12-22","2026-01-15","2026-01-10","2025-12","2370","2370","0","Paid On Time","0","Not Applicable","TRY","AG-09","21","Yes"
"POL-00242","Bireysel","Konut","Banka","Karadeniz","2025-02-10","2025-02-25","2025-02-24","2025-02","4610","4610","0","Paid On Time","0","Not Applicable","TRY","AG-11","23","Yes"
"POL-00243","Bireysel","Sağlık","Dijital","Marmara","2025-07-24","2025-08-12","2025-09-02","2025-07","24470","24470","0","Paid Late","21","Not Applicable","TRY","AG-02","52","No"
"POL-00244","Bireysel","Seyahat","Banka","Akdeniz","2025-01-07","2025-01-31","2025-02-07","2025-01","2370","2370","0","Paid Late","7","Not Applicable","TRY","AG-09","17","Yes"
"POL-00245","Bireysel","Kasko","Banka","Marmara","2025-12-20","2026-01-09","","2025-12","24480","0","24480","Cancelled","0","Not Applicable","TRY","AG-08","73","No"
"POL-00246","Bireysel","Trafik","Banka","Marmara","2025-10-05","2025-10-23","2025-11-17","2025-10","5500","5500","0","Paid Late","25","Not Applicable","TRY","AG-08","47","Yes"
"POL-00247","Kurumsal","Trafik","Banka","Marmara","2025-04-12","2025-05-12","2025-05-08","2025-04","21250","21250","0","Paid On Time","0","Not Applicable","TRY","AG-12","54","Yes"
"POL-00248","Bireysel","Trafik","Banka","İç Anadolu","2025-02-08","2025-03-09","2025-03-05","2025-02","6640","6640","0","Paid On Time","0","Not Applicable","TRY","AG-04","64","Yes"
"POL-00249","Bireysel","Trafik","Banka","Akdeniz","2025-02-12","2025-03-09","2025-03-20","2025-02","5780","5780","0","Paid Late","11","Not Applicable","TRY","AG-17","55","Yes"
"POL-00250","KOBİ","Trafik","Acente","İç Anadolu","2025-02-24","2025-03-13","2025-03-13","2025-02","14220","14220","0","Paid On Time","0","Not Applicable","TRY","AG-10","57","No"
"POL-00251","Bireysel","Trafik","Dijital","İç Anadolu","2025-12-19","2026-01-02","2026-01-21","2025-12","7610","7610","0","Paid Late","19","Not Applicable","TRY","AG-08","67","Yes"
"POL-00252","KOBİ","Kasko","Acente","Akdeniz","2025-10-24","2025-11-14","2025-11-09","2025-10","45230","45230","0","Paid On Time","0","Not Applicable","TRY","AG-18","49","Yes"
